-2.452	-1.054
-2.484	-1.116
-2.515	-1.054
-2.515	-1.085
-2.484	-1.085
-2.452	-1.085
-2.484	-1.054
-2.484	-1.054
-2.452	-1.085
-2.515	-1.054
-2.484	-1.054
-2.484	-1.022
-2.484	-1.054
-2.484	-1.054
-2.452	-1.054
-2.484	-1.054
-2.484	-1.085
-2.452	-1.054
-2.452	-1.022
-2.484	-1.054
-2.484	-1.022
-2.484	-1.054
-2.452	-1.054
-2.452	-1.054
-2.452	-1.054
-2.484	-1.054
-2.452	-0.991
-2.484	-1.085
-2.452	-1.085
-2.452	-1.054
-2.452	-1.054
-2.452	-1.054
-2.420	-1.054
-2.452	-1.085
-2.452	-1.022
-2.452	-1.022
-2.484	-1.022
-2.452	-1.022
-2.452	-1.022
-2.420	-1.054
-2.452	-1.022
-2.420	-1.022
-2.420	-1.022
-2.420	-0.991
-2.420	-1.054
-2.420	-1.054
-2.420	-1.054
-2.452	-1.022
-2.420	-1.054
-2.420	-1.054
-2.420	-0.991
-2.452	-1.022
-2.420	-1.022
-2.452	-1.054
-2.452	-0.991
-2.420	-0.991
-2.484	-1.022
-2.420	-0.991
-2.420	-1.022
-2.420	-1.022
-2.420	-0.991
-2.420	-1.022
-2.420	-1.022
-2.420	-1.022
-2.420	-1.022
-2.452	-0.991
-2.420	-1.054
-2.420	-1.022
-2.420	-1.022
-2.420	-0.991
-2.389	-1.022
-2.389	-1.022
-2.389	-0.991
-2.420	-0.991
-2.389	-1.022
-2.452	-1.022
-2.420	-1.022
-2.420	-0.991
-2.420	-0.991
-2.420	-0.991
-2.389	-0.960
-2.420	-0.991
-2.420	-0.960
-2.389	-0.991
-2.389	-1.022
-2.420	-0.991
-2.420	-1.022
-2.389	-1.022
-2.389	-0.991
-2.357	-0.991
-2.420	-0.960
-2.389	-0.991
-2.357	-0.991
-2.389	-0.991
-2.389	-0.960
-2.420	-0.991
-2.389	-0.991
-2.357	-0.991
-2.389	-0.991
-2.357	-0.991
-2.325	-0.991
-2.041	-0.803
-1.756	-0.490
-1.471	-0.521
-1.281	-0.334
-1.092	-0.208
-0.839	-0.114
-0.617	0.074
-0.332	0.199
-0.016	0.387
0.269	0.606
0.648	0.825
0.933	1.107
1.249	1.326
1.566	1.514
1.851	1.702
2.072	1.890
2.293	2.015
2.547	2.140
2.736	2.265
2.863	2.422
3.053	2.516
3.148	2.641
3.243	2.641
3.274	2.766
3.337	2.798
3.337	2.798
3.306	2.798
3.306	2.798
3.243	2.735
3.179	2.704
3.053	2.704
3.021	2.672
2.895	2.672
2.800	2.641
2.768	2.579
2.641	2.516
2.578	2.453
2.547	2.453
2.515	2.422
2.515	2.422
2.547	2.422
2.515	2.422
2.578	2.422
2.610	2.422
