-3.243	-2.619
-3.243	-2.619
-3.243	-2.619
-3.243	-2.619
-3.211	-2.651
-3.243	-2.588
-3.243	-2.619
-3.243	-2.588
-3.211	-2.619
-3.211	-2.651
-3.211	-2.619
-3.211	-2.619
-3.243	-2.651
-3.211	-2.651
-3.211	-2.619
-3.211	-2.588
-3.211	-2.619
-3.243	-2.619
-3.211	-2.619
-3.211	-2.651
-3.211	-2.619
-3.211	-2.619
-3.211	-2.619
-3.243	-2.619
-3.211	-2.651
-3.211	-2.619
-3.180	-2.619
-3.211	-2.651
-3.211	-2.588
-3.211	-2.619
-3.180	-2.619
-3.243	-2.682
-3.180	-2.619
-3.180	-2.619
-3.243	-2.619
-3.148	-2.588
-3.211	-2.619
-3.211	-2.619
-3.180	-2.619
-3.180	-2.619
-3.180	-2.619
-3.243	-2.619
-3.180	-2.619
-3.211	-2.619
-3.211	-2.619
-3.180	-2.588
-3.211	-2.619
-3.180	-2.619
-3.180	-2.588
-3.148	-2.588
-3.211	-2.588
-3.211	-2.588
-3.180	-2.619
-3.211	-2.588
-3.180	-2.588
-3.180	-2.619
-3.180	-2.619
-3.180	-2.557
-3.180	-2.588
-3.180	-2.588
-3.211	-2.619
-3.180	-2.588
-3.211	-2.588
-3.180	-2.588
-3.180	-2.557
-3.148	-2.619
-3.180	-2.557
-3.211	-2.588
-3.180	-2.619
-3.148	-2.557
-3.180	-2.588
-3.180	-2.588
-3.148	-2.588
-3.180	-2.588
-3.148	-2.588
-3.180	-2.588
-3.180	-2.619
-3.148	-2.588
-3.180	-2.557
-3.180	-2.557
-3.180	-2.619
-3.116	-2.588
-3.180	-2.619
-3.116	-2.588
-3.243	-2.588
-3.180	-2.588
-3.180	-2.588
-3.180	-2.557
-3.180	-2.557
-3.148	-2.588
-3.148	-2.557
-3.211	-2.557
-3.148	-2.557
-3.148	-2.557
-3.148	-2.619
-3.148	-2.557
-3.180	-2.588
-3.148	-2.557
-3.148	-2.619
-3.148	-2.557
-3.148	-2.557
-3.148	-2.588
-3.148	-2.619
-3.148	-2.557
-3.148	-2.557
-3.116	-2.557
-3.116	-2.557
-3.148	-2.557
-3.116	-2.588
-3.148	-2.525
-3.116	-2.557
-3.116	-2.557
-3.116	-2.557
-3.116	-2.588
-3.180	-2.557
-3.085	-2.557
-3.148	-2.557
-3.116	-2.525
-3.116	-2.557
-3.116	-2.557
-3.116	-2.588
-3.116	-2.557
-3.148	-2.557
-3.148	-2.525
-3.116	-2.525
-3.116	-2.588
-3.085	-2.525
-3.180	-2.557
-3.116	-2.557
-3.148	-2.557
-3.148	-2.557
-3.085	-2.525
-3.085	-2.557
-3.180	-2.557
-3.085	-2.588
-3.085	-2.525
-3.085	-2.525
-3.180	-2.557
-3.116	-2.557
-3.148	-2.557
-3.116	-2.557
-3.116	-2.525
-3.116	-2.525
-3.116	-2.557
-3.116	-2.557
-3.085	-2.525
-3.148	-2.557
-3.148	-2.525
-3.085	-2.557
-3.148	-2.557
-3.116	-2.557
-3.116	-2.557
-3.116	-2.557
-3.085	-2.525
-3.116	-2.525
-3.085	-2.494
-3.085	-2.525
-3.116	-2.525
-3.116	-2.557
-3.148	-2.525
-3.085	-2.557
-3.116	-2.525
-3.116	-2.525
-3.085	-2.525
-3.116	-2.557
-3.085	-2.525
-3.085	-2.525
-3.085	-2.525
-3.116	-2.557
-3.085	-2.525
-3.085	-2.557
-3.085	-2.525
-3.085	-2.525
-3.085	-2.525
-3.116	-2.525
-3.085	-2.525
-3.053	-2.525
-3.053	-2.525
-3.085	-2.525
-3.085	-2.494
-3.116	-2.525
-3.116	-2.525
-3.085	-2.525
-3.085	-2.525
-3.085	-2.525
-3.085	-2.525
-3.085	-2.525
-3.116	-2.525
-3.085	-2.525
-3.085	-2.557
-3.053	-2.525
-3.053	-2.557
-3.053	-2.525
-3.085	-2.525
-3.116	-2.525
